measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
200801;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];1;1.0;91;90;1;1;0;0;0
200801;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];2;1.0;68;67;1;0;0;0;1
200801;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];3;1.0;501;494;7;5;1;1;0
200801;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];4;1.0;419;410;9;5;1;2;1
200801;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];5;1.0;80;72;8;3;0;5;0
200801;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];6;1.0;8;6;2;0;1;1;0
200801;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];1;1.0;157;152;5;5;0;0;0
200801;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];2;1.0;196;194;2;1;0;0;1
200801;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];3;1.0;771;762;9;7;2;0;0
200801;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];4;1.0;730;720;10;6;0;0;4
200801;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];5;1.0;137;130;7;2;3;2;0
200801;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];6;1.0;21;16;5;2;0;3;0
200801;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];1;1.0;71;68;3;3;0;0;0
200801;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];2;1.0;139;138;1;1;0;0;0
200801;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];3;1.0;541;528;13;7;4;0;2
200801;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];4;1.0;632;622;10;6;0;0;4
200801;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];5;1.0;124;118;6;3;1;2;0
200801;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];6;1.0;21;15;6;3;1;2;0
200801;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];1;1.0;28;28;0;0;0;0;0
200801;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];2;1.0;45;45;0;0;0;0;0
200801;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];3;1.0;357;351;6;5;0;1;0
200801;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];4;1.0;338;331;7;3;2;1;1
200801;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];5;1.0;51;47;4;1;1;2;0
200801;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];6;1.0;13;9;4;2;0;2;0
200801;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];1;1.0;13;13;0;0;0;0;0
200801;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];2;1.0;21;21;0;0;0;0;0
200801;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];3;1.0;207;197;10;8;2;0;0
200801;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];4;1.0;185;180;5;4;1;0;0
200801;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];5;1.0;32;27;5;1;0;4;0
200801;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];6;1.0;6;5;1;0;0;1;0
200801;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];1;1.0;2;2;0;0;0;0;0
200801;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];2;1.0;7;7;0;0;0;0;0
200801;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];3;1.0;130;121;9;5;2;0;2
200801;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];4;1.0;131;120;11;2;4;0;5
