measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
202188;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];1;1.0;124;120;4;1;2;1;0
202188;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];2;1.0;103;100;3;1;1;0;1
202188;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];1;1.0;211;207;4;0;3;0;1
202188;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];2;1.0;200;199;1;0;1;0;0
202188;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];1;1.0;122;118;4;3;1;0;0
202188;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];2;1.0;134;132;2;2;0;0;0
202188;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];1;1.0;76;74;2;1;1;0;0
202188;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];2;1.0;57;52;5;3;2;0;0
202188;DATAINN;R;2018-01-01T04:00+01:00[Europe/Oslo];1;1.0;42;41;1;1;0;0;0
202188;DATAINN;R;2018-01-01T04:00+01:00[Europe/Oslo];2;1.0;31;27;4;3;1;0;0
202188;DATAINN;R;2018-01-01T05:00+01:00[Europe/Oslo];1;1.0;39;38;1;1;0;0;0
202188;DATAINN;R;2018-01-01T05:00+01:00[Europe/Oslo];2;1.0;26;24;2;1;1;0;0
202188;DATAINN;R;2018-01-01T06:00+01:00[Europe/Oslo];1;1.0;29;26;3;2;1;0;0
202188;DATAINN;R;2018-01-01T06:00+01:00[Europe/Oslo];2;1.0;42;40;2;1;1;0;0
202188;DATAINN;R;2018-01-01T07:00+01:00[Europe/Oslo];1;1.0;44;43;1;1;0;0;0
202188;DATAINN;R;2018-01-01T07:00+01:00[Europe/Oslo];2;1.0;60;59;1;1;0;0;0
202188;DATAINN;R;2018-01-01T08:00+01:00[Europe/Oslo];1;1.0;62;61;1;1;0;0;0
202188;DATAINN;R;2018-01-01T08:00+01:00[Europe/Oslo];2;1.0;29;28;1;0;0;1;0
202188;DATAINN;R;2018-01-01T09:00+01:00[Europe/Oslo];1;1.0;42;38;4;0;3;1;0
202188;DATAINN;R;2018-01-01T09:00+01:00[Europe/Oslo];2;1.0;64;59;5;1;2;1;1
202188;DATAINN;R;2018-01-01T10:00+01:00[Europe/Oslo];1;1.0;58;54;4;0;2;2;0
202188;DATAINN;R;2018-01-01T10:00+01:00[Europe/Oslo];2;1.0;75;71;4;2;0;2;0
202188;DATAINN;R;2018-01-01T11:00+01:00[Europe/Oslo];1;1.0;114;111;3;0;1;2;0
202188;DATAINN;R;2018-01-01T11:00+01:00[Europe/Oslo];2;1.0;153;144;9;3;4;2;0
202188;DATAINN;R;2018-01-01T12:00+01:00[Europe/Oslo];1;1.0;217;210;7;3;2;1;1
202188;DATAINN;R;2018-01-01T12:00+01:00[Europe/Oslo];2;1.0;240;233;7;1;4;2;0
202188;DATAINN;R;2018-01-01T13:00+01:00[Europe/Oslo];1;1.0;253;240;13;3;9;1;0
202188;DATAINN;R;2018-01-01T13:00+01:00[Europe/Oslo];2;1.0;352;341;11;5;4;2;0
202188;DATAINN;R;2018-01-01T14:00+01:00[Europe/Oslo];1;1.0;414;399;15;5;7;2;1
202188;DATAINN;R;2018-01-01T14:00+01:00[Europe/Oslo];2;1.0;489;474;15;8;3;3;1
202188;DATAINN;R;2018-01-01T15:00+01:00[Europe/Oslo];1;1.0;444;428;16;6;8;1;1
202188;DATAINN;R;2018-01-01T15:00+01:00[Europe/Oslo];2;1.0;516;502;14;6;5;2;1
202188;DATAINN;R;2018-01-01T16:00+01:00[Europe/Oslo];1;1.0;378;370;8;5;1;2;0
202188;DATAINN;R;2018-01-01T16:00+01:00[Europe/Oslo];2;1.0;424;409;15;5;5;2;3
202188;DATAINN;R;2018-01-01T17:00+01:00[Europe/Oslo];1;1.0;352;343;9;1;7;1;0
202188;DATAINN;R;2018-01-01T17:00+01:00[Europe/Oslo];2;1.0;354;345;9;3;3;2;1
202188;DATAINN;R;2018-01-01T18:00+01:00[Europe/Oslo];1;1.0;314;299;15;6;7;1;1
202188;DATAINN;R;2018-01-01T18:00+01:00[Europe/Oslo];2;1.0;309;296;13;5;4;2;2
202188;DATAINN;R;2018-01-01T19:00+01:00[Europe/Oslo];1;1.0;284;274;10;3;5;2;0
202188;DATAINN;R;2018-01-01T19:00+01:00[Europe/Oslo];2;1.0;278;270;8;3;3;2;0
202188;DATAINN;R;2018-01-01T20:00+01:00[Europe/Oslo];1;1.0;278;267;11;3;2;3;3
202188;DATAINN;R;2018-01-01T20:00+01:00[Europe/Oslo];2;1.0;243;232;11;6;1;2;2
202188;DATAINN;R;2018-01-01T21:00+01:00[Europe/Oslo];1;1.0;177;173;4;1;1;2;0
202188;DATAINN;R;2018-01-01T21:00+01:00[Europe/Oslo];2;1.0;194;184;10;6;1;2;1
202188;DATAINN;R;2018-01-01T22:00+01:00[Europe/Oslo];1;1.0;159;153;6;1;2;2;1
202188;DATAINN;R;2018-01-01T22:00+01:00[Europe/Oslo];2;1.0;116;110;6;1;1;2;2
202188;DATAINN;R;2018-01-01T23:00+01:00[Europe/Oslo];1;1.0;94;87;7;2;3;2;0
202188;DATAINN;R;2018-01-01T23:00+01:00[Europe/Oslo];2;1.0;51;45;6;2;0;2;2
202188;DATAINN;R;2018-01-02T00:00+01:00[Europe/Oslo];1;1.0;41;36;5;3;0;1;1
202188;DATAINN;R;2018-01-02T00:00+01:00[Europe/Oslo];2;1.0;32;28;4;2;2;0;0
202188;DATAINN;R;2018-01-02T01:00+01:00[Europe/Oslo];1;1.0;25;20;5;2;2;1;0
202188;DATAINN;R;2018-01-02T01:00+01:00[Europe/Oslo];2;1.0;18;14;4;2;1;0;1
202188;DATAINN;R;2018-01-02T02:00+01:00[Europe/Oslo];1;1.0;21;18;3;0;2;1;0
202188;DATAINN;R;2018-01-02T02:00+01:00[Europe/Oslo];2;1.0;14;10;4;1;1;2;0
202188;DATAINN;R;2018-01-02T03:00+01:00[Europe/Oslo];1;1.0;22;21;1;0;1;0;0
202188;DATAINN;R;2018-01-02T03:00+01:00[Europe/Oslo];2;1.0;13;12;1;0;1;0;0
202188;DATAINN;R;2018-01-02T04:00+01:00[Europe/Oslo];1;1.0;25;21;4;3;0;1;0
202188;DATAINN;R;2018-01-02T04:00+01:00[Europe/Oslo];2;1.0;69;52;17;3;6;3;5
202188;DATAINN;R;2018-01-02T05:00+01:00[Europe/Oslo];1;1.0;54;41;13;6;6;0;1
202188;DATAINN;R;2018-01-02T05:00+01:00[Europe/Oslo];2;1.0;629;581;48;11;26;3;8
202188;DATAINN;R;2018-01-02T06:00+01:00[Europe/Oslo];1;1.0;226;203;23;8;6;2;7
202188;DATAINN;R;2018-01-02T06:00+01:00[Europe/Oslo];2;1.0;1169;1115;54;19;18;12;5
202188;DATAINN;R;2018-01-02T07:00+01:00[Europe/Oslo];1;1.0;346;317;29;3;11;8;7
202188;DATAINN;R;2018-01-02T07:00+01:00[Europe/Oslo];2;1.0;917;873;44;19;9;9;7
202188;DATAINN;R;2018-01-02T08:00+01:00[Europe/Oslo];1;1.0;345;306;39;14;16;8;1
202188;DATAINN;R;2018-01-02T08:00+01:00[Europe/Oslo];2;1.0;584;538;46;17;19;5;5
202188;DATAINN;R;2018-01-02T09:00+01:00[Europe/Oslo];1;1.0;264;209;55;17;19;10;9
202188;DATAINN;R;2018-01-02T09:00+01:00[Europe/Oslo];2;1.0;454;412;42;9;14;4;15
202188;DATAINN;R;2018-01-02T10:00+01:00[Europe/Oslo];1;1.0;328;280;48;14;16;7;11
202188;DATAINN;R;2018-01-02T10:00+01:00[Europe/Oslo];2;1.0;458;399;59;17;26;5;11
