measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
300022;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];1;1.0;16;16;0;0;0;0;0
300022;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];2;1.0;42;41;1;0;1;0;0
300022;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];3;1.0;210;208;2;0;0;2;0
300022;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];4;1.0;254;250;4;2;0;2;0
300022;DATAINN;E;2018-01-01T00:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];1;1.0;62;62;0;0;0;0;0
300022;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];2;1.0;96;96;0;0;0;0;0
300022;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];3;1.0;421;416;5;1;0;3;1
300022;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];4;1.0;411;405;6;4;0;1;1
300022;DATAINN;E;2018-01-01T01:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];1;1.0;29;29;0;0;0;0;0
300022;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];2;1.0;50;50;0;0;0;0;0
300022;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];3;1.0;295;283;12;3;0;7;2
300022;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];4;1.0;307;305;2;0;1;0;1
300022;DATAINN;E;2018-01-01T02:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];1;1.0;10;9;1;0;1;0;0
300022;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];2;1.0;18;18;0;0;0;0;0
300022;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];3;1.0;136;129;7;3;0;3;1
300022;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];4;1.0;173;162;11;4;2;1;4
300022;DATAINN;E;2018-01-01T03:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];1;1.0;5;5;0;0;0;0;0
300022;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];2;1.0;12;11;1;0;0;0;1
300022;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];3;1.0;90;85;5;0;1;2;2
300022;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];4;1.0;116;108;8;2;2;2;2
300022;DATAINN;E;2018-01-01T04:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];1;1.0;8;8;0;0;0;0;0
300022;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];2;1.0;3;3;0;0;0;0;0
300022;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];3;1.0;87;77;10;1;1;5;3
300022;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];4;1.0;76;68;8;1;1;3;3
300022;DATAINN;E;2018-01-01T05:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T06:00+01:00[Europe/Oslo];1;1.0;11;11;0;0;0;0;0
300022;DATAINN;E;2018-01-01T06:00+01:00[Europe/Oslo];2;1.0;2;2;0;0;0;0;0
300022;DATAINN;E;2018-01-01T06:00+01:00[Europe/Oslo];3;1.0;143;138;5;0;0;2;3
300022;DATAINN;E;2018-01-01T06:00+01:00[Europe/Oslo];4;1.0;67;56;11;4;1;4;2
300022;DATAINN;E;2018-01-01T06:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T07:00+01:00[Europe/Oslo];1;1.0;10;10;0;0;0;0;0
300022;DATAINN;E;2018-01-01T07:00+01:00[Europe/Oslo];2;1.0;3;3;0;0;0;0;0
300022;DATAINN;E;2018-01-01T07:00+01:00[Europe/Oslo];3;1.0;124;120;4;0;1;2;1
300022;DATAINN;E;2018-01-01T07:00+01:00[Europe/Oslo];4;1.0;94;89;5;1;0;1;3
300022;DATAINN;E;2018-01-01T07:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T08:00+01:00[Europe/Oslo];1;1.0;12;12;0;0;0;0;0
300022;DATAINN;E;2018-01-01T08:00+01:00[Europe/Oslo];2;1.0;10;10;0;0;0;0;0
300022;DATAINN;E;2018-01-01T08:00+01:00[Europe/Oslo];3;1.0;133;123;10;1;1;5;3
300022;DATAINN;E;2018-01-01T08:00+01:00[Europe/Oslo];4;1.0;122;110;12;2;1;6;3
300022;DATAINN;E;2018-01-01T08:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T09:00+01:00[Europe/Oslo];1;1.0;13;12;1;0;1;0;0
300022;DATAINN;E;2018-01-01T09:00+01:00[Europe/Oslo];2;1.0;9;8;1;0;1;0;0
300022;DATAINN;E;2018-01-01T09:00+01:00[Europe/Oslo];3;1.0;166;154;12;3;0;7;2
300022;DATAINN;E;2018-01-01T09:00+01:00[Europe/Oslo];4;1.0;113;104;9;3;1;4;1
300022;DATAINN;E;2018-01-01T09:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T10:00+01:00[Europe/Oslo];1;1.0;33;33;0;0;0;0;0
300022;DATAINN;E;2018-01-01T10:00+01:00[Europe/Oslo];2;1.0;18;18;0;0;0;0;0
300022;DATAINN;E;2018-01-01T10:00+01:00[Europe/Oslo];3;1.0;246;232;14;1;2;8;3
300022;DATAINN;E;2018-01-01T10:00+01:00[Europe/Oslo];4;1.0;200;183;17;4;4;5;4
300022;DATAINN;E;2018-01-01T10:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T11:00+01:00[Europe/Oslo];1;1.0;82;80;2;1;1;0;0
300022;DATAINN;E;2018-01-01T11:00+01:00[Europe/Oslo];2;1.0;58;57;1;1;0;0;0
300022;DATAINN;E;2018-01-01T11:00+01:00[Europe/Oslo];3;1.0;424;405;19;5;3;7;4
300022;DATAINN;E;2018-01-01T11:00+01:00[Europe/Oslo];4;1.0;380;363;17;6;6;3;2
300022;DATAINN;E;2018-01-01T11:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T12:00+01:00[Europe/Oslo];1;1.0;201;198;3;1;0;2;0
300022;DATAINN;E;2018-01-01T12:00+01:00[Europe/Oslo];2;1.0;214;212;2;1;1;0;0
300022;DATAINN;E;2018-01-01T12:00+01:00[Europe/Oslo];3;1.0;693;667;26;5;6;7;8
300022;DATAINN;E;2018-01-01T12:00+01:00[Europe/Oslo];4;1.0;581;557;24;5;5;6;8
300022;DATAINN;E;2018-01-01T12:00+01:00[Europe/Oslo];5;1.0;1;1;0;0;0;0;0
300022;DATAINN;E;2018-01-01T13:00+01:00[Europe/Oslo];1;1.0;352;349;3;3;0;0;0
300022;DATAINN;E;2018-01-01T13:00+01:00[Europe/Oslo];2;1.0;356;354;2;1;0;0;1
300022;DATAINN;E;2018-01-01T13:00+01:00[Europe/Oslo];3;1.0;870;846;24;4;6;8;6
300022;DATAINN;E;2018-01-01T13:00+01:00[Europe/Oslo];4;1.0;727;706;21;7;6;4;4
300022;DATAINN;E;2018-01-01T13:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T14:00+01:00[Europe/Oslo];1;1.0;500;495;5;2;1;2;0
300022;DATAINN;E;2018-01-01T14:00+01:00[Europe/Oslo];2;1.0;583;580;3;2;0;1;0
300022;DATAINN;E;2018-01-01T14:00+01:00[Europe/Oslo];3;1.0;1035;997;38;11;12;9;6
300022;DATAINN;E;2018-01-01T14:00+01:00[Europe/Oslo];4;1.0;873;847;26;9;8;5;4
300022;DATAINN;E;2018-01-01T14:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T15:00+01:00[Europe/Oslo];1;1.0;575;570;5;1;0;3;1
300022;DATAINN;E;2018-01-01T15:00+01:00[Europe/Oslo];2;1.0;600;596;4;4;0;0;0
300022;DATAINN;E;2018-01-01T15:00+01:00[Europe/Oslo];3;1.0;1028;997;30;5;7;12;6
300022;DATAINN;E;2018-01-01T15:00+01:00[Europe/Oslo];4;1.0;840;813;27;5;9;10;3
300022;DATAINN;E;2018-01-01T15:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300022;DATAINN;E;2018-01-01T16:00+01:00[Europe/Oslo];1;1.0;476;475;1;1;0;0;0
