measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
300093;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];1;1.0;36;36;0;0;0;0;0
300093;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];2;1.0;35;33;2;1;1;0;0
300093;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];3;1.0;241;232;9;6;1;0;2
300093;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];4;1.0;248;242;6;3;0;0;3
300093;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300093;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];6;1.0;158;152;6;3;2;1;0
300093;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];7;1.0;97;95;2;1;1;0;0
300093;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];1;1.0;99;99;0;0;0;0;0
300093;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];2;1.0;122;121;1;0;1;0;0
300093;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];3;1.0;428;421;7;3;3;0;1
300093;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];4;1.0;456;447;9;6;3;0;0
300093;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];5;1.0;1;0;1;0;1;0;0
300093;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];6;1.0;216;206;10;7;3;0;0
300093;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];7;1.0;193;184;9;6;1;0;2
300093;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];1;1.0;79;79;0;0;0;0;0
300093;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];2;1.0;63;61;2;2;0;0;0
300093;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];3;1.0;339;328;11;9;2;0;0
300093;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];4;1.0;418;408;10;9;1;0;0
300093;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];5;1.0;2;2;0;0;0;0;0
300093;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];6;1.0;150;146;4;3;1;0;0
300093;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];7;1.0;144;137;7;6;1;0;0
300093;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];1;1.0;29;28;1;1;0;0;0
300093;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];2;1.0;26;26;0;0;0;0;0
300093;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];3;1.0;204;186;18;14;3;1;0
300093;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];4;1.0;216;205;11;7;4;0;0
300093;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];5;1.0;0;0;0;0;0;0;0
300093;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];6;1.0;76;73;3;2;1;0;0
300093;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];7;1.0;104;97;7;6;1;0;0
