measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
300233;DATAINN;R;2018-06-14T13:00+02:00[Europe/Oslo];4;1.0;1413;1141;271;99;111;27;34
300233;DATAINN;R;2018-06-14T14:00+02:00[Europe/Oslo];1;1.0;1288;1200;88;65;18;2;3
300233;DATAINN;R;2018-06-14T14:00+02:00[Europe/Oslo];2;1.0;1595;1418;177;123;48;4;2
300233;DATAINN;R;2018-06-14T14:00+02:00[Europe/Oslo];3;1.0;1322;1079;243;74;86;33;50
300233;DATAINN;R;2018-06-14T14:00+02:00[Europe/Oslo];4;1.0;1354;1135;219;74;91;22;32
300233;DATAINN;R;2018-06-14T15:00+02:00[Europe/Oslo];1;1.0;1427;1375;52;34;16;1;1
300233;DATAINN;R;2018-06-14T15:00+02:00[Europe/Oslo];2;1.0;1334;1178;156;108;29;15;4
300233;DATAINN;R;2018-06-14T15:00+02:00[Europe/Oslo];3;1.0;1293;1142;151;58;43;12;38
300233;DATAINN;R;2018-06-14T15:00+02:00[Europe/Oslo];4;1.0;1192;1037;154;54;67;8;25
300233;DATAINN;R;2018-06-14T16:00+02:00[Europe/Oslo];1;1.0;1382;1343;39;23;12;0;4
300233;DATAINN;R;2018-06-14T16:00+02:00[Europe/Oslo];2;1.0;1234;1079;154;100;32;11;11
300233;DATAINN;R;2018-06-14T16:00+02:00[Europe/Oslo];3;1.0;1291;1150;141;61;41;12;27
300233;DATAINN;R;2018-06-14T16:00+02:00[Europe/Oslo];4;1.0;1016;884;132;31;53;12;36
300233;DATAINN;R;2018-06-14T17:00+02:00[Europe/Oslo];1;1.0;1253;1187;66;43;18;0;5
300233;DATAINN;R;2018-06-14T17:00+02:00[Europe/Oslo];2;1.0;989;894;95;71;22;0;2
300233;DATAINN;R;2018-06-14T17:00+02:00[Europe/Oslo];3;1.0;1358;1204;154;67;48;7;32
300233;DATAINN;R;2018-06-14T17:00+02:00[Europe/Oslo];4;1.0;1267;1106;161;66;46;13;36
300233;DATAINN;R;2018-06-14T18:00+02:00[Europe/Oslo];1;1.0;748;722;26;20;3;2;1
300233;DATAINN;R;2018-06-14T18:00+02:00[Europe/Oslo];2;1.0;744;677;67;55;10;2;0
300233;DATAINN;R;2018-06-14T18:00+02:00[Europe/Oslo];3;1.0;1100;970;130;59;38;15;18
300233;DATAINN;R;2018-06-14T18:00+02:00[Europe/Oslo];4;1.0;1176;1059;117;31;48;14;24
300233;DATAINN;R;2018-06-14T19:00+02:00[Europe/Oslo];1;1.0;509;492;17;8;8;0;1
300233;DATAINN;R;2018-06-14T19:00+02:00[Europe/Oslo];2;1.0;565;530;35;30;5;0;0
300233;DATAINN;R;2018-06-14T19:00+02:00[Europe/Oslo];3;1.0;920;835;84;30;27;9;18
300233;DATAINN;R;2018-06-14T19:00+02:00[Europe/Oslo];4;1.0;1092;994;98;36;44;8;10
300233;DATAINN;R;2018-06-14T20:00+02:00[Europe/Oslo];1;1.0;426;409;17;8;5;2;2
300233;DATAINN;R;2018-06-14T20:00+02:00[Europe/Oslo];2;1.0;388;356;32;24;7;1;0
300233;DATAINN;R;2018-06-14T20:00+02:00[Europe/Oslo];3;1.0;884;826;58;24;23;3;8
300233;DATAINN;R;2018-06-14T20:00+02:00[Europe/Oslo];4;1.0;976;889;87;38;33;6;10
300233;DATAINN;R;2018-06-14T21:00+02:00[Europe/Oslo];1;1.0;605;579;26;10;8;2;6
300233;DATAINN;R;2018-06-14T21:00+02:00[Europe/Oslo];2;1.0;340;314;26;21;3;1;1
300233;DATAINN;R;2018-06-14T21:00+02:00[Europe/Oslo];3;1.0;506;467;39;16;15;1;7
300233;DATAINN;R;2018-06-14T21:00+02:00[Europe/Oslo];4;1.0;851;786;65;27;16;6;16
300233;DATAINN;R;2018-06-14T22:00+02:00[Europe/Oslo];1;1.0;200;194;6;2;3;0;1
300233;DATAINN;R;2018-06-14T22:00+02:00[Europe/Oslo];2;1.0;232;220;12;8;4;0;0
300233;DATAINN;R;2018-06-14T22:00+02:00[Europe/Oslo];3;1.0;589;531;58;27;15;4;12
300233;DATAINN;R;2018-06-14T22:00+02:00[Europe/Oslo];4;1.0;724;673;51;21;13;4;13
300233;DATAINN;R;2018-06-14T23:00+02:00[Europe/Oslo];1;1.0;79;76;3;2;1;0;0
300233;DATAINN;R;2018-06-14T23:00+02:00[Europe/Oslo];2;1.0;59;54;5;3;2;0;0
300233;DATAINN;R;2018-06-14T23:00+02:00[Europe/Oslo];3;1.0;376;340;36;12;5;4;15
300233;DATAINN;R;2018-06-14T23:00+02:00[Europe/Oslo];4;1.0;365;330;35;11;12;1;11
300233;DATAINN;R;2018-06-15T00:00+02:00[Europe/Oslo];1;1.0;42;37;5;3;1;1;0
300233;DATAINN;R;2018-06-15T00:00+02:00[Europe/Oslo];2;1.0;24;20;4;2;1;0;1
300233;DATAINN;R;2018-06-15T00:00+02:00[Europe/Oslo];3;1.0;183;153;30;15;7;2;6
300233;DATAINN;R;2018-06-15T00:00+02:00[Europe/Oslo];4;1.0;202;172;30;10;6;1;13
300233;DATAINN;R;2018-06-15T01:00+02:00[Europe/Oslo];1;1.0;12;11;1;1;0;0;0
300233;DATAINN;R;2018-06-15T01:00+02:00[Europe/Oslo];2;1.0;10;10;0;0;0;0;0
300233;DATAINN;R;2018-06-15T01:00+02:00[Europe/Oslo];3;1.0;113;106;7;2;3;1;1
300233;DATAINN;R;2018-06-15T01:00+02:00[Europe/Oslo];4;1.0;123;97;26;10;7;0;9
300233;DATAINN;R;2018-06-15T02:00+02:00[Europe/Oslo];1;1.0;11;11;0;0;0;0;0
300233;DATAINN;R;2018-06-15T02:00+02:00[Europe/Oslo];2;1.0;5;4;1;1;0;0;0
300233;DATAINN;R;2018-06-15T02:00+02:00[Europe/Oslo];3;1.0;74;56;18;7;7;1;3
300233;DATAINN;R;2018-06-15T02:00+02:00[Europe/Oslo];4;1.0;81;68;13;5;3;1;4
300233;DATAINN;R;2018-06-15T03:00+02:00[Europe/Oslo];1;1.0;5;5;0;0;0;0;0
300233;DATAINN;R;2018-06-15T03:00+02:00[Europe/Oslo];2;1.0;8;8;0;0;0;0;0
300233;DATAINN;R;2018-06-15T03:00+02:00[Europe/Oslo];3;1.0;57;36;21;11;2;3;5
300233;DATAINN;R;2018-06-15T03:00+02:00[Europe/Oslo];4;1.0;93;77;16;5;7;0;4
