measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
200119;DATAINN;F;2018-01-01T00:00+01:00[Europe/Oslo];1;1.0;88;87;1;0;1;0;0
200119;DATAINN;F;2018-01-01T00:00+01:00[Europe/Oslo];2;1.0;137;136;1;1;0;0;0
200119;DATAINN;F;2018-01-01T01:00+01:00[Europe/Oslo];1;1.0;186;185;1;1;0;0;0
200119;DATAINN;F;2018-01-01T01:00+01:00[Europe/Oslo];2;1.0;207;204;3;3;0;0;0
200119;DATAINN;F;2018-01-01T02:00+01:00[Europe/Oslo];1;1.0;177;172;5;5;0;0;0
200119;DATAINN;F;2018-01-01T02:00+01:00[Europe/Oslo];2;1.0;159;155;4;3;1;0;0
200119;DATAINN;F;2018-01-01T03:00+01:00[Europe/Oslo];1;1.0;71;69;2;2;0;0;0
200119;DATAINN;F;2018-01-01T03:00+01:00[Europe/Oslo];2;1.0;84;82;2;2;0;0;0
200119;DATAINN;F;2018-01-01T04:00+01:00[Europe/Oslo];1;1.0;52;51;1;1;0;0;0
200119;DATAINN;F;2018-01-01T04:00+01:00[Europe/Oslo];2;1.0;44;43;1;1;0;0;0
200119;DATAINN;F;2018-01-01T05:00+01:00[Europe/Oslo];1;1.0;16;16;0;0;0;0;0
200119;DATAINN;F;2018-01-01T05:00+01:00[Europe/Oslo];2;1.0;30;29;1;0;1;0;0
200119;DATAINN;F;2018-01-01T06:00+01:00[Europe/Oslo];1;1.0;15;12;3;1;0;2;0
200119;DATAINN;F;2018-01-01T06:00+01:00[Europe/Oslo];2;1.0;21;21;0;0;0;0;0
200119;DATAINN;F;2018-01-01T07:00+01:00[Europe/Oslo];1;1.0;18;17;1;0;0;1;0
200119;DATAINN;F;2018-01-01T07:00+01:00[Europe/Oslo];2;1.0;35;35;0;0;0;0;0
200119;DATAINN;F;2018-01-01T08:00+01:00[Europe/Oslo];1;1.0;19;18;1;0;0;1;0
200119;DATAINN;F;2018-01-01T08:00+01:00[Europe/Oslo];2;1.0;13;13;0;0;0;0;0
200119;DATAINN;F;2018-01-01T09:00+01:00[Europe/Oslo];1;1.0;14;12;2;1;0;1;0
200119;DATAINN;F;2018-01-01T09:00+01:00[Europe/Oslo];2;1.0;20;20;0;0;0;0;0
200119;DATAINN;F;2018-01-01T10:00+01:00[Europe/Oslo];1;1.0;25;24;1;0;0;1;0
200119;DATAINN;F;2018-01-01T10:00+01:00[Europe/Oslo];2;1.0;33;33;0;0;0;0;0
200119;DATAINN;F;2018-01-01T11:00+01:00[Europe/Oslo];1;1.0;60;57;3;1;1;1;0
200119;DATAINN;F;2018-01-01T11:00+01:00[Europe/Oslo];2;1.0;96;94;2;2;0;0;0
200119;DATAINN;F;2018-01-01T12:00+01:00[Europe/Oslo];1;1.0;132;128;4;0;1;3;0
200119;DATAINN;F;2018-01-01T12:00+01:00[Europe/Oslo];2;1.0;151;150;1;0;1;0;0
200119;DATAINN;F;2018-01-01T13:00+01:00[Europe/Oslo];1;1.0;148;145;3;1;1;1;0
200119;DATAINN;F;2018-01-01T13:00+01:00[Europe/Oslo];2;1.0;188;187;1;0;0;0;1
200119;DATAINN;F;2018-01-01T14:00+01:00[Europe/Oslo];1;1.0;204;203;1;1;0;0;0
200119;DATAINN;F;2018-01-01T14:00+01:00[Europe/Oslo];2;1.0;310;309;1;0;1;0;0
200119;DATAINN;F;2018-01-01T15:00+01:00[Europe/Oslo];1;1.0;247;245;2;0;1;1;0
200119;DATAINN;F;2018-01-01T15:00+01:00[Europe/Oslo];2;1.0;290;283;7;4;3;0;0
200119;DATAINN;F;2018-01-01T16:00+01:00[Europe/Oslo];1;1.0;272;269;3;1;2;0;0
200119;DATAINN;F;2018-01-01T16:00+01:00[Europe/Oslo];2;1.0;279;278;1;0;1;0;0
200119;DATAINN;F;2018-01-01T17:00+01:00[Europe/Oslo];1;1.0;232;228;4;1;3;0;0
200119;DATAINN;F;2018-01-01T17:00+01:00[Europe/Oslo];2;1.0;207;203;4;3;1;0;0
200119;DATAINN;F;2018-01-01T18:00+01:00[Europe/Oslo];1;1.0;188;186;2;0;1;1;0
200119;DATAINN;F;2018-01-01T18:00+01:00[Europe/Oslo];2;1.0;202;200;2;1;1;0;0
200119;DATAINN;F;2018-01-01T19:00+01:00[Europe/Oslo];1;1.0;170;169;1;1;0;0;0
200119;DATAINN;F;2018-01-01T19:00+01:00[Europe/Oslo];2;1.0;203;202;1;1;0;0;0
200119;DATAINN;F;2018-01-01T20:00+01:00[Europe/Oslo];1;1.0;179;175;4;1;2;1;0
200119;DATAINN;F;2018-01-01T20:00+01:00[Europe/Oslo];2;1.0;148;147;1;0;1;0;0
200119;DATAINN;F;2018-01-01T21:00+01:00[Europe/Oslo];1;1.0;127;126;1;0;1;0;0
200119;DATAINN;F;2018-01-01T21:00+01:00[Europe/Oslo];2;1.0;138;136;2;1;1;0;0
200119;DATAINN;F;2018-01-01T22:00+01:00[Europe/Oslo];1;1.0;113;110;3;2;1;0;0
200119;DATAINN;F;2018-01-01T22:00+01:00[Europe/Oslo];2;1.0;94;91;3;1;1;1;0
200119;DATAINN;F;2018-01-01T23:00+01:00[Europe/Oslo];1;1.0;59;55;4;2;0;1;1
200119;DATAINN;F;2018-01-01T23:00+01:00[Europe/Oslo];2;1.0;34;33;1;1;0;0;0
200119;DATAINN;F;2018-01-02T00:00+01:00[Europe/Oslo];1;1.0;20;18;2;2;0;0;0
200119;DATAINN;F;2018-01-02T00:00+01:00[Europe/Oslo];2;1.0;13;11;2;1;1;0;0
200119;DATAINN;F;2018-01-02T01:00+01:00[Europe/Oslo];1;1.0;12;11;1;0;0;1;0
200119;DATAINN;F;2018-01-02T01:00+01:00[Europe/Oslo];2;1.0;11;10;1;0;0;0;1
200119;DATAINN;F;2018-01-02T02:00+01:00[Europe/Oslo];1;1.0;3;1;2;1;1;0;0
200119;DATAINN;F;2018-01-02T02:00+01:00[Europe/Oslo];2;1.0;4;3;1;1;0;0;0
200119;DATAINN;F;2018-01-02T03:00+01:00[Europe/Oslo];1;1.0;9;7;2;2;0;0;0
