measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
202077;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];1;1.0;65;62;3;1;1;1;0
202077;DATAINN;R;2018-01-01T00:00+01:00[Europe/Oslo];2;1.0;69;65;4;2;1;1;0
202077;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];1;1.0;116;113;3;1;1;1;0
202077;DATAINN;R;2018-01-01T01:00+01:00[Europe/Oslo];2;1.0;114;114;0;0;0;0;0
202077;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];1;1.0;93;90;3;3;0;0;0
202077;DATAINN;R;2018-01-01T02:00+01:00[Europe/Oslo];2;1.0;80;78;2;2;0;0;0
202077;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];1;1.0;58;56;2;2;0;0;0
202077;DATAINN;R;2018-01-01T03:00+01:00[Europe/Oslo];2;1.0;48;47;1;1;0;0;0
202077;DATAINN;R;2018-01-01T04:00+01:00[Europe/Oslo];1;1.0;35;34;1;1;0;0;0
202077;DATAINN;R;2018-01-01T04:00+01:00[Europe/Oslo];2;1.0;30;28;2;2;0;0;0
202077;DATAINN;R;2018-01-01T05:00+01:00[Europe/Oslo];1;1.0;12;12;0;0;0;0;0
202077;DATAINN;R;2018-01-01T05:00+01:00[Europe/Oslo];2;1.0;18;15;3;1;2;0;0
202077;DATAINN;R;2018-01-01T06:00+01:00[Europe/Oslo];1;1.0;21;20;1;0;0;1;0
202077;DATAINN;R;2018-01-01T06:00+01:00[Europe/Oslo];2;1.0;20;17;3;0;2;1;0
202077;DATAINN;R;2018-01-01T07:00+01:00[Europe/Oslo];1;1.0;19;17;2;0;0;1;1
202077;DATAINN;R;2018-01-01T07:00+01:00[Europe/Oslo];2;1.0;20;18;2;0;0;1;1
202077;DATAINN;R;2018-01-01T08:00+01:00[Europe/Oslo];1;1.0;16;11;5;2;1;0;2
202077;DATAINN;R;2018-01-01T08:00+01:00[Europe/Oslo];2;1.0;16;9;7;5;1;1;0
202077;DATAINN;R;2018-01-01T09:00+01:00[Europe/Oslo];1;1.0;22;15;7;3;3;1;0
202077;DATAINN;R;2018-01-01T09:00+01:00[Europe/Oslo];2;1.0;23;21;2;0;0;2;0
202077;DATAINN;R;2018-01-01T10:00+01:00[Europe/Oslo];1;1.0;45;40;5;4;0;1;0
202077;DATAINN;R;2018-01-01T10:00+01:00[Europe/Oslo];2;1.0;43;38;5;1;3;1;0
202077;DATAINN;R;2018-01-01T11:00+01:00[Europe/Oslo];1;1.0;73;68;5;2;1;1;1
202077;DATAINN;R;2018-01-01T11:00+01:00[Europe/Oslo];2;1.0;71;67;4;0;3;1;0
202077;DATAINN;R;2018-01-01T12:00+01:00[Europe/Oslo];1;1.0;107;98;9;2;4;3;0
202077;DATAINN;R;2018-01-01T12:00+01:00[Europe/Oslo];2;1.0;103;97;6;2;2;2;0
202077;DATAINN;R;2018-01-01T13:00+01:00[Europe/Oslo];1;1.0;129;125;4;0;2;2;0
202077;DATAINN;R;2018-01-01T13:00+01:00[Europe/Oslo];2;1.0;137;130;7;2;3;2;0
202077;DATAINN;R;2018-01-01T14:00+01:00[Europe/Oslo];1;1.0;236;230;6;2;2;2;0
202077;DATAINN;R;2018-01-01T14:00+01:00[Europe/Oslo];2;1.0;169;164;5;1;1;2;1
202077;DATAINN;R;2018-01-01T15:00+01:00[Europe/Oslo];1;1.0;279;268;11;4;2;2;3
202077;DATAINN;R;2018-01-01T15:00+01:00[Europe/Oslo];2;1.0;205;198;7;2;2;3;0
202077;DATAINN;R;2018-01-01T16:00+01:00[Europe/Oslo];1;1.0;241;230;11;6;3;2;0
202077;DATAINN;R;2018-01-01T16:00+01:00[Europe/Oslo];2;1.0;166;162;4;2;0;2;0
202077;DATAINN;R;2018-01-01T17:00+01:00[Europe/Oslo];1;1.0;240;231;9;5;2;2;0
202077;DATAINN;R;2018-01-01T17:00+01:00[Europe/Oslo];2;1.0;192;188;4;2;0;2;0
202077;DATAINN;R;2018-01-01T18:00+01:00[Europe/Oslo];1;1.0;223;216;7;4;1;1;1
202077;DATAINN;R;2018-01-01T18:00+01:00[Europe/Oslo];2;1.0;171;166;5;3;1;0;1
202077;DATAINN;R;2018-01-01T19:00+01:00[Europe/Oslo];1;1.0;182;173;9;6;2;1;0
202077;DATAINN;R;2018-01-01T19:00+01:00[Europe/Oslo];2;1.0;136;129;7;2;1;2;2
202077;DATAINN;R;2018-01-01T20:00+01:00[Europe/Oslo];1;1.0;167;162;5;2;1;2;0
202077;DATAINN;R;2018-01-01T20:00+01:00[Europe/Oslo];2;1.0;148;140;8;5;1;1;1
202077;DATAINN;R;2018-01-01T21:00+01:00[Europe/Oslo];1;1.0;105;99;6;3;2;1;0
202077;DATAINN;R;2018-01-01T21:00+01:00[Europe/Oslo];2;1.0;100;93;7;5;1;1;0
202077;DATAINN;R;2018-01-01T22:00+01:00[Europe/Oslo];1;1.0;66;60;6;1;2;1;2
202077;DATAINN;R;2018-01-01T22:00+01:00[Europe/Oslo];2;1.0;75;64;11;3;5;1;2
202077;DATAINN;R;2018-01-01T23:00+01:00[Europe/Oslo];1;1.0;29;19;10;6;4;0;0
202077;DATAINN;R;2018-01-01T23:00+01:00[Europe/Oslo];2;1.0;43;38;5;1;2;0;2
202077;DATAINN;R;2018-01-02T00:00+01:00[Europe/Oslo];1;1.0;25;20;5;1;4;0;0
202077;DATAINN;R;2018-01-02T00:00+01:00[Europe/Oslo];2;1.0;46;39;7;4;2;1;0
202077;DATAINN;R;2018-01-02T01:00+01:00[Europe/Oslo];1;1.0;24;20;4;2;2;0;0
202077;DATAINN;R;2018-01-02T01:00+01:00[Europe/Oslo];2;1.0;19;18;1;0;1;0;0
202077;DATAINN;R;2018-01-02T02:00+01:00[Europe/Oslo];1;1.0;9;8;1;0;0;1;0
202077;DATAINN;R;2018-01-02T02:00+01:00[Europe/Oslo];2;1.0;11;10;1;1;0;0;0
202077;DATAINN;R;2018-01-02T03:00+01:00[Europe/Oslo];1;1.0;8;7;1;0;1;0;0
202077;DATAINN;R;2018-01-02T03:00+01:00[Europe/Oslo];2;1.0;13;9;4;0;3;1;0
202077;DATAINN;R;2018-01-02T04:00+01:00[Europe/Oslo];1;1.0;16;13;3;2;0;0;1
202077;DATAINN;R;2018-01-02T04:00+01:00[Europe/Oslo];2;1.0;15;12;3;2;0;1;0
202077;DATAINN;R;2018-01-02T05:00+01:00[Europe/Oslo];1;1.0;65;58;7;1;5;1;0
202077;DATAINN;R;2018-01-02T05:00+01:00[Europe/Oslo];2;1.0;98;78;20;7;9;2;2
202077;DATAINN;R;2018-01-02T07:00+01:00[Europe/Oslo];1;0.9989451476793249;528;492;36;14;17;4;1
202077;DATAINN;R;2018-01-02T07:00+01:00[Europe/Oslo];2;0.9989451476793249;419;392;27;9;12;4;2
202077;DATAINN;R;2018-01-02T08:00+01:00[Europe/Oslo];1;1.0;551;503;48;20;20;6;2
202077;DATAINN;R;2018-01-02T08:00+01:00[Europe/Oslo];2;1.0;338;300;38;16;14;4;4
