measure_point_number;source;road_category;interval_start;lane;completeness;[..,..);[..,5.6);[5.6,..);[5.6,7.6);[7.6,12.5);[12.5,16.0);[16.0,..)
202082;DATAINN;F;2018-01-01T00:00+01:00[Europe/Oslo];1;1.0;67;66;1;1;0;0;0
202082;DATAINN;F;2018-01-01T00:00+01:00[Europe/Oslo];2;1.0;98;98;0;0;0;0;0
202082;DATAINN;F;2018-01-01T01:00+01:00[Europe/Oslo];1;1.0;117;117;0;0;0;0;0
202082;DATAINN;F;2018-01-01T01:00+01:00[Europe/Oslo];2;1.0;152;151;1;1;0;0;0
202082;DATAINN;F;2018-01-01T02:00+01:00[Europe/Oslo];1;1.0;137;134;3;3;0;0;0
202082;DATAINN;F;2018-01-01T02:00+01:00[Europe/Oslo];2;1.0;99;97;2;1;1;0;0
202082;DATAINN;F;2018-01-01T03:00+01:00[Europe/Oslo];1;1.0;49;48;1;1;0;0;0
202082;DATAINN;F;2018-01-01T03:00+01:00[Europe/Oslo];2;1.0;61;60;1;1;0;0;0
202082;DATAINN;F;2018-01-01T04:00+01:00[Europe/Oslo];1;1.0;32;32;0;0;0;0;0
202082;DATAINN;F;2018-01-01T04:00+01:00[Europe/Oslo];2;1.0;33;33;0;0;0;0;0
202082;DATAINN;F;2018-01-01T05:00+01:00[Europe/Oslo];1;1.0;17;15;2;2;0;0;0
202082;DATAINN;F;2018-01-01T05:00+01:00[Europe/Oslo];2;1.0;24;24;0;0;0;0;0
202082;DATAINN;F;2018-01-01T06:00+01:00[Europe/Oslo];1;1.0;13;11;2;0;0;2;0
202082;DATAINN;F;2018-01-01T06:00+01:00[Europe/Oslo];2;1.0;16;16;0;0;0;0;0
202082;DATAINN;F;2018-01-01T07:00+01:00[Europe/Oslo];1;1.0;17;16;1;0;1;0;0
202082;DATAINN;F;2018-01-01T07:00+01:00[Europe/Oslo];2;1.0;28;28;0;0;0;0;0
202082;DATAINN;F;2018-01-01T08:00+01:00[Europe/Oslo];1;1.0;16;15;1;0;0;1;0
202082;DATAINN;F;2018-01-01T08:00+01:00[Europe/Oslo];2;1.0;7;7;0;0;0;0;0
202082;DATAINN;F;2018-01-01T09:00+01:00[Europe/Oslo];1;1.0;19;18;1;0;0;1;0
202082;DATAINN;F;2018-01-01T09:00+01:00[Europe/Oslo];2;1.0;10;10;0;0;0;0;0
